pop1_41d	4	92	4	149
pop1_42a	5	96	4	149
pop1_42b	5	96	4	149
pop1_42c	4	92	4	149
pop1_42d	4	92	4	149
pop1_43a	4	96	4	149
pop1_43b	4	96	4	149
pop1_43c	4	96	4	149
pop1_43d	4	96	4	149
pop1_44a	4	96	4	149
pop1_44b	4	96	4	149
pop1_44c	4	96	4	149
pop1_44d	4	96	4	149
pop1_45a	4	96	4	149
pop1_45b	4	96	4	149
pop1_45c	4	96	3	149
pop1_45d	4	96	3	149
pop1_46a	5	96	4	149
pop1_46b	5	96	4	149
pop1_46c	4	96	4	149
pop1_46d	4	96	4	149
pop1_47a	5	96	4	149
pop1_47b	5	96	4	149
pop1_47c	4	96	4	149
pop1_47d	4	96	4	149
pop1_48a	5	96	4	149
pop1_48b	5	96	4	149
pop1_48c	4	96	3	149
pop1_48d	4	96	3	149
pop1_49a	5	96	4	149
pop1_49b	5	96	4	149
pop1_49c	4	96	4	149
pop1_49d	4	96	4	149
pop1_51a	4	96	4	149
pop1_51b	4	96	4	149
pop1_51c	4	96	4	149
pop1_51d	4	96	4	149
pop1_52a	4	96	4	149
pop1_52b	4	96	4	149
pop1_52c	4	96	4	149
pop1_52d	4	96	4	149
pop1_54a	5	92	4	149
pop1_54b	5	92	4	149
pop1_54c	5	92	4	149
pop1_54d	5	92	4	149
pop1_55a	5	96	4	149
pop1_55b	5	96	4	149
pop1_55c	5	96	4	149
pop1_55d	5	96	4	149
pop1_56a	5	99	3	153
pop1_56b	5	99	3	153
pop1_56c	5	92	3	149
pop1_56d	5	92	3	149
pop1_57a	5	92	4	153
pop1_57b	5	92	4	153
pop1_57c	5	92	4	153
pop1_57d	5	92	4	153
pop1_58a	5	97	4	149
pop1_58b	5	97	4	149
pop1_58c	5	97	4	149
pop1_58d	5	97	4	149
pop1_59a	4	97	4	149
pop1_59b	4	97	4	149
pop1_59c	4	97	4	149
pop1_59d	4	97	4	149
pop2_1a	6	96	4	149
pop2_1b	5	96	4	149
pop2_1c	4	96	4	149
pop2_1d	4	96	4	149
pop2_2a	6	92	4	149
pop2_2b	5	92	4	149
pop2_2c	4	92	4	149
pop2_2d	4	92	4	149
pop2_3a	6	106	4	149
pop2_3b	5	106	4	149
pop2_3c	4	106	4	149
pop2_3d	4	106	4	149
pop2_4a	6	106	4	149
pop2_4b	5	106	4	149
pop2_4c	4	106	4	149
pop2_4d	4	106	4	149
pop2_5a	6	106	4	149
pop2_5b	5	106	4	149
pop2_5c	4	106	4	149
pop2_5d	4	106	4	149
pop2_6a	6	106	4	149
pop2_6b	5	106	4	148
pop2_6c	4	106	4	148
pop2_6d	4	106	4	148
pop2_7a	6	106	4	149
pop2_7b	5	106	4	149
pop2_7c	4	106	4	149
pop2_7d	4	106	4	149
pop2_8a	6	96	4	151
pop2_8b	5	96	4	151
pop2_8c	4	96	4	151
pop2_8d	4	96	4	151
pop2_9a	6	106	4	149
pop2_9b	5	106	4	149
pop2_9c	4	99	4	149
pop2_9d	4	105	4	149
pop2_10a	4	105	4	151
pop2_10b	4	105	4	151
pop2_10c	4	105	4	151
pop2_10d	4	106	4	151
pop2_11a	6	106	4	149
pop2_11b	5	106	4	149
pop2_11c	4	106	4	149
pop2_11d	4	106	4	149
pop2_12a	6	106	4	152
pop2_12b	5	106	4	152
pop2_12c	4	106	4	152
pop2_12d	4	106	4	152
pop2_13a	6	106	4	151
pop2_13b	5	106	4	151
pop2_13c	4	106	4	151
pop2_13d	4	99	4	151
pop2_14a	6	99	4	149
pop2_14b	5	99	4	149
pop2_14c	4	99	4	149
pop2_14d	4	96	4	149
pop2_15a	6	96	4	149
pop2_15b	5	96	4	149
pop2_15c	4	96	4	149
pop2_15d	4	106	4	149
pop2_16a	4	106	4	149
pop2_16b	4	106	4	149
pop2_16c	4	106	4	149
pop2_16d	4	106	4	149
pop2_17a	4	106	4	149
pop2_17b	4	106	4	149
pop2_17c	4	106	4	149
pop2_17d	4	106	4	149
pop2_18a	4	106	4	152
pop2_18b	4	106	4	152
pop2_18c	4	106	4	152
pop2_18d	4	106	4	152
pop2_19a	6	106	4	148
pop2_19b	5	96	4	148
pop2_19c	4	96	4	148
pop2_19d	4	106	4	148
pop2_20a	4	106	4	148
pop2_20b	4	106	4	148
pop2_20c	4	106	4	148
pop2_20d	4	106	4	148
pop2_21a	4	106	4	149
pop2_21b	4	106	4	149
pop2_21c	4	106	4	149
pop2_21d	4	97	4	149
pop2_22a	6	97	4	142
pop2_22b	5	96	4	142
pop2_22c	4	96	4	142
pop2_22d	4	96	4	142
pop2_23a	4	96	4	149
pop2_23b	4	96	4	149
pop2_23c	4	96	4	149
pop2_23d	4	96	4	149
pop2_24a	6	96	4	149
pop2_24b	5	96	4	149
pop2_24c	4	96	4	149
pop2_24d	4	94	4	149
pop2_25a	6	94	4	152
pop2_25b	5	94	4	152
pop2_25c	4	94	4	152
pop2_25d	4	105	4	152
pop2_26a	6	105	4	151
pop2_26b	5	105	4	151
pop2_26c	4	105	4	151
pop2_26d	4	106	4	151
pop2_27a	6	106	4	154
pop2_27b	5	106	4	154
pop2_27c	4	106	4	154
pop2_27d	4	106	4	154
pop2_28a	6	106	4	152
pop2_28b	5	106	4	152
pop2_28c	4	106	4	152
pop2_28d	4	94	4	152
pop2_29a	6	94	4	152
pop2_29b	5	94	4	152
pop2_29c	4	94	4	152
pop2_29d	4	96	4	152
pop2_30a	6	96	4	149
pop2_30b	5	96	4	149
pop2_30c	4	96	4	149
pop2_30d	4	96	4	149
pop2_31a	6	96	4	151
pop2_31b	5	96	4	151
pop2_31c	4	96	4	151
pop2_31d	4	96	4	151
pop2_32a	4	96	4	149
pop2_32b	4	96	4	149
pop2_32c	4	96	4	149
pop2_32d	4	106	4	149
pop2_33a	6	106	4	151
pop2_33b	5	106	4	151
pop2_33c	4	106	4	151
pop2_33d	4	106	4	151
pop2_34a	6	106	4	149
pop2_34b	5	106	4	149
pop2_34c	4	106	4	149
pop2_34d	4	106	4	149
pop2_35a	6	106	4	149
pop2_35b	5	106	4	149
pop2_35c	4	106	4	149
pop2_35d	4	106	4	149
pop2_36a	6	106	4	149
pop2_36b	5	106	4	149
pop2_36c	4	106	4	149
pop2_36d	4	96	4	149
pop2_37a	6	96	4	151
pop2_37b	5	96	4	151
pop2_37c	4	96	4	151
pop2_37d	4	106	4	151
pop2_38a	6	106	4	149
pop2_38b	5	106	4	149
pop2_38c	4	106	4	149
pop2_38d	4	106	4	149
pop2_39a	6	106	4	149
pop2_39b	5	106	4	149
pop2_39c	4	106	4	149
pop2_39d	4	106	4	149
pop2_40a	6	106	4	?
pop2_40b	5	106	4	?
pop2_40c	4	106	4	?
pop2_40d	4	106	4	?
pop2_41a	6	106	4	?
pop2_41b	5	106	4	?
pop2_41c	4	106	4	?
pop2_41d	4	106	4	?
pop2_42a	6	106	4	?
pop2_42b	5	106	4	?
pop2_42c	4	106	4	?
pop2_42d	4	106	4	?
